Category,Name,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Uni_1,Uni_2,Uni_3,Uni_4,Uni_5,Uni_6
Social and Environmental Accounting,Do ESG controversies matter for corporate earnings management?,James Juichia Lin,Te-Kuan Lee,Cheng-Ju Wu,,,,National Yang Ming Chiao Tung University,Chung Yuan Christian University,National Yang Ming Chiao Tung University,,,
Social and Environmental Accounting,Mors tua vita mea? The stock market effect of ESG violations on competitors,Annalisa Prencipe,Ariela Caglio,Carlo d’Augusta,,,,Bocconi University,Bocconi University,Bocconi University,,,
Social and Environmental Accounting,Signaling under scrutiny: how ESG disclosure influences shareholder value in the face of controversies,Christian Schoendeling,Carolin Krieweth,Malte Brettel,,,,RWTH Aachen University,RWTH Aachen University,RWTH Aachen University,,,
Social and Environmental Accounting,Peer effects and sustainability supply chain management,Wenjiao Cao,Fatemeh Taghimolla,,,,,Erasmus University Rotterdam,Erasmus University Rotterdam,,,,
Social and Environmental Accounting,Much ado about due diligence? Capital market reactions to the German supply chain act,Karolin Schulte,Max Pflitsch,Christiane Pott,,,,TU Dortmund University,TU Dortmund University,TU Dortmund University,,,
Social and Environmental Accounting,Does supply chain shortening benefit carbon transparency? Evidence from corporate reshoring,Erik Wang,,,,,,Lingnan University,,,,,
Social and Environmental Accounting,The effect of firms’ ESG commitment on tail risk: a nonlinear approach through generalized additive models,Julen Galarza,Eduardo Ortas,Jose M. Moneva,,,,University of Zaragoza,Universidad de Zaragoza,University of Zaragoza,,,
Social and Environmental Accounting,The price of deregulation: stock market responses to the omnibus package,Simone Pizzi,Andrea Venturelli,Fabio Caputo,,,,University of Salento,University of Salento,University of Salento,,,
Social and Environmental Accounting,"Profit, purpose, and the price of change: evidence from benefit corporation transitions",Mouhcine Tallaki,Enrico Bracci,Riccardo Ievoli,Vincenzo Riso,,,University of Ferrara,University of Ferrara,University of Ferrara,University of Verona,,
Taxation,Preferences for taxing wealth and income,Yuri Piper,Ralf Maiterth,Cornelius Schneider,Davud Rostam-Afschar,,,Paderborn University,Humboldt University of Berlin,University of Mannheim,,,
Taxation,Local policy misperceptions and investment: experimental evidence from firm decision makers,Sebastian Blesse,Florian Buhlmann,Philipp Heil,Davud Rostam-Afschar,Maik Sattelmaier,,Leipzig University,Zew Mannheim,HEC Paris,University of Mannheim,,
Taxation,Profit tax uncertainty and firm behavior: experimental evidence on expectations and plans,Philipp Dörrenberg,Fabian Eble,Davud Rostam-Afschar,Maik Sattelmaier,Johannes Voget,,University of Mannheim,University of Mannheim,University of Mannheim,University of Mannheim,,
Taxation,Carbon pricing policies and executive compensation tied to ESG performance,Weimian Ai,David Samuel,Liandong Zhang,,,,Singapore Management University,Singapore Management University,,,,
Taxation,Beyond carbon: the effects of environmental taxes on firms’ biodiversity footprint,Arthur Stenzel,Spyridon Gkikopoulos,Vlad Porumb,George Voulgaris,,,University of St.Gallen,University of Manchester,Manchester Business School,,,
Taxation,"Villain or victim? Tax subsidies, environmental performance, and the ESG perception paradox",Marufa Akhter,Md Enamul Hasan,,,,,Vienna University of Economics and Business,,,,,
Taxation,Corporate websites - a channel of tax disclosure?,Stefan Buchinger,Vanessa Flagmeier,,,,,University of Göttingen,,,,,
Taxation,Corporate tax residency disclosure,Rodney Brown,Victoria Clout,Kerrie Sadiq,Ashesha Weerasinghe,,,"Unsw Business School, University of New South Wales",The University of New South Wales,Queensland University of Technology,,,
Taxation,Climate beliefs and attitudes and corporate tax savings,Lei Zhang,Kiridaran Kanagaretnam,,,,,Xi’an Jiaotong-Liverpool University,,,,,
Taxation,What doesn’t kill us makes us stronger? Corporate taxation and total factor productivity growth,Sebastian Eichfelder,Hang Nguyen,Kelly Wentland,,,,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,,,,
Taxation,R&D capitalization and tax avoidance in the U.S.,Kaixuan Zhang,Hussein Warsame,,,,,University of Calgary,,,,,
Taxation,The effects of fiscal policy on the banking sector: evidence from deferred tax assets,Daphne Armstrong,John Gallemore,Heather Graham,,,,University of Michigan,University of North Carolina,,,,
Taxation,Tax department heterogeneity: does workforce composition shape tax planning and tax risk?,Harald Amberger,Henning Giese,Kim Alina Schulz,,,,Vienna University of Economics and Business,Paderborn University,,,,
Taxation,"Doing good, paying less? Employee welfare and corporate tax avoidance",Dean Hanlon,,,,,,,,,,,
Taxation,Employer influence on ethical sensitivity: how do early-career tax professionals perceive aggressive tax avoidance?,Kenny Dekoster,Isabelle Verleyen,Annelies Roggeman,,,,Ghent University,Ghent University,,,,
Taxation,"IPO, book-tax relationships and tax avoidance: evidence from China",Weiyin Zhang,K. Hung Chan,Phyllis Lai Lan Mo,,,,The Hang Seng University of Hong Kong,Saint Francis University,,,,
Taxation,How (not) to tax sunshine: investment responses to tax compliance costs on non-commercial rooftop photovoltaic systems,Drahomir Klimsa,Sofie Luitz,Robert Ullmann,,,,European University Viadrina,University of Augsburg,,,,
Taxation,Hidden in the data: how data assets expand firms’ tax avoidance space,Weina Zhao,Xiaolin Xue,Junrui Zhang,,,,Xi’an Jiaotong University,Xi’an Jiaotong University,,,,
Taxation,CFOs in the boardroom: the influence of insider directorship on corporate tax planning,Khaled Abdulsalam,,,,,,Kuwait University,,,,,
Taxation,Tax authority leadership team diversity and corporate tax compliance,Jian Chu,Zhongwen Fan,Ningzhong Li,,,,Nanjing University,City University of Hong Kong,University of Texas at Dallas,,,
Taxation,Technology-enabled enforcement,Botir Kobilov,,,,,,University of Texas at Dallas,,,,,
Taxation,Tax avoidance and digital tax transparency,Hussein Warsame,Rahat Jafri,Mark Anderson,Michael Wright,,,University of Calgary,MacEwan University,University of Calgary,University of Calgary,,
Taxation,Tax cuts and loan loss provision timeliness: evidence from the 2017 Tax Cuts and Jobs Act,Travis Chow,Linzhi Huang,Yanju Liu,Jeffrey Ng,,,The University of Hong Kong,The University of Hong Kong,Hong Kong Baptist University,The University of Hong Kong,,
Taxation,The impact of public country-by-country reporting on multinationals’ reporting decisions,Xinyan Wu,Dirk Simons,Sebastian Kronenberger,Regina Ortmann,,,University of Mannheim,University of Mannheim,University of Mannheim,Paderborn University,,
Taxation,The damocles’ sword of deferred tax credits: evidence from the first activation in the European banking system,Eleftherios Aggelopoulos,Lucas Papazissimou,Athanasios Tsagkanos,Vasilios Sogiakas,Antionios Georgopoulos,,University of Patras,University of Patras,University of Patras,Hellenic Open University,,
Taxation,Cross-border transactions and corporate tax behavior: evidence from the European Union,Constantinos Chalevas,,,,,,Athens University of Economics and Business,,,,,
Taxation,The effect of the global minimum taxation on forward-looking effective tax rate measures,Hannah Kranawetter,Matthias Petutschnig,,,,,Vienna University of Economics and Business,Vienna University of Economics and Business,,,,
Taxation,Does the intensity of tax risk factor disclosure reduce inefficient labor investment?,Jason Chen,Shihui Fan,,,,,Central Connecticut State University,,,,,
Taxation,"The effects of personal income taxes on organization performance: evidence from name, image, and likeness compensation rules",Nathan Goldman,Martin Jacob,,,,,North Carolina State University,,,,,
Taxation,Do higher corporate taxes reduce wages or working hours?,Sebastian Eichfelder,Hang Nguyen,Kelly Wentland,,,,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,,,,
Taxation,Profit shifting and real investment activity,Tobias Hahn,Dirk Schindler,Wamser Georg,,,,University of Tübingen,Erasmus University Rotterdam,,,,
Taxation,Within-country profit-shifting: from treat to threat?,Lukas Ortner,Reinald Koch,Dominika Langenmayr,,,,Catholic University of Eichstatt-Ingolstadt,Catholic University of Eichstatt-Ingolstadt,,,,
Taxation,Do foreign multinationals avoid taxation in Germany? Evidence from unconsolidated financial statements,Aaron Martini,Ralf Maiterth,Ulf Bruggemann,,,,Humboldt University of Berlin,Humboldt University of Berlin,,,,
Taxation,Real effects of the enforcement of anti-avoidance regulation,Rebecca Reineke,Katrin Weiskirchner-Merten,Stefan Wielenberg,,,,Hannover University,Vienna University of Economics and Business,,,,
Taxation,Tax alignment and controllability: optimal performance evaluation in multinational firms,Yutaro Murakami,Toshiaki Wakabayashi,,,,,Keio University,,,,,
Taxation,Residual earnings tax,Froystein Gjesdal,,,,,,,,,,,
Taxation,The macroeconomic information content of corporate estimated tax payments,Erin Henry,George Plesko,Dillon Walker,,,,University of Arkansas,University of Connecticut,,,,
Taxation,"Macroeconomic risk, ceos’ capital gains tax liabilities and corporate hedging",Sohaib Ahmed,Mansoor Afzali,,,,,Hanken School of Economics,,,,,
Taxation,"Government political ideology, corporate tax policy, and effective corporate tax burdens",Saskia Kohlhase,Erik Peek,,,,,Erasmus University Rotterdam,,,,,
Taxation,Regulatory spillovers in audit markets: evidence from expanded tax transaction reporting,Alexander Edwards,Ben Ma,Michael Marin,,,,University of Toronto,University of Toronto,,,,
Taxation,How and when do accountants matter? Evidence from foreign audits and random allocation of tax experts,Kevin Munch,Eashwar Nagaraj,Marvin Nipper,,,,Kent State University,University of Florida,,,,
Taxation,The effect of voluntary private tax audits on tax aggressiveness and tax audit fees,Kalliopi Chatzi,Emmanouil Dedoulis,Stergios Leventis,,,,University of Greenwich,affiliation not provided,,,,
Taxation,Asymmetric timeliness of tax disclosure - evidence from large language models,Muriel Rey,Robert Ullmann,Sophia Wörle,,,,University of Augsburg,University of Augsburg,,,,
Taxation,The architecture of double tax relief: unravelling textual patterns in country-specific method articles,Markus Diller,Patrick Katzlmayr,Lucas Putz,,,,Uni Passau,University of Passau,,,,
Taxation,Driving value creation through artificial intelligence adoption: lessons from tax administration data and outcomes,Devan Mescall,Preetika Joshi,Peng Wang,,,,University of Saskatchewan,McGill University,,,,
Taxation,Environmental-unfriendly tax avoidance,Zhimin Chen,Martin Jacob,Xiang Zheng,,,,Nanyang Business School,IESE Business School,,,,
Taxation,Carbon pricing and cross-border innovation spillovers,Cinthia Valle Ruiz,Martin Jacob,Christof Beuselinck,,,,IE University,IESE Business School,,,,
