Category,Name,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Author_11,Author_12,Author_13,Author_14,Author_15,Author_16,Uni_1,Uni_2,Uni_3,Uni_4,Uni_5,Uni_6,Uni_7,Uni_8,Uni_9,Uni_10,Uni_11,Uni_12,Uni_13,Uni_14,Uni_15,Uni_16
Social and Environmental Accounting & Ethical Issues in Accounting,"'An Organisation of Our Own': A Bourdieusian Analysis of the Pre-professionalisation Process in the CSR Field, 1987-2004",Yinuo Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,"On the non-production of an accounting standard: Climate change, emissions trading, and legitimacy maintenance",Jonathan Tweedie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Mandatory Environmental Disclosure and Public Avoidance Behavior,Yile (Anson) Jiang,Baohua Xin,,,,,,,,,,,,,,,University of Hong Kong,,,,,,,,,,,,,,,
Social and Environmental Accounting & Ethical Issues in Accounting,Accountability prevents “windows from breaking”: insights from prison management and the role of non-profit organizations,Lorenzo Pratici,Alessandro Casali,Isabella Mozzoni,Marco Ferretti,,,,,,,,,,,,,University of Parma,University of Parma,University of Parma,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Table 29 and Actuarial Balance Sheets: Analysing Spain’s Pension System with Proposals for Structural and Reporting Reforms,Anna Castañer,Anne Marie Garvey,Juan Manuel Pérez-Salamero González,Carlos Vidal-Melia,,,,,,,,,,,,,University of Barcelona,University of Alcalá,University of Valencia,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,The intersection of accounting and medical practices in an IVF clinic,Maura Leusder,Hilco Van Elten,Ivo De Loo,,,,,,,,,,,,,,Erasmus University Rotterdam,Vrije Universiteit Amsterdam,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Effective altruism and charitable foundations: problematising the accountability of donors and current notions of NGO accountability,Florian Gebreiter,Jing Liu,David Yates,,,,,,,,,,,,,,Durham University,University of Birmingham,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Saving the public good: The Role of Accounting and Procurement Data in Unveiling Mafia Infiltrations in Italian Municipalities,Francesco Ambrosini,Antonio Parbonetti,,,,,,,,,,,,,,,University of Padua,,,,,,,,,,,,,,,
Financial Reporting,Governance Quality and Sustainable Development Goals: An Assessment in Europe,Federico Longhin,Ilaria Campagna,Marco Bisogno,Beatriz Cuadrado-Ballesteros,Francesca Manes-Rossi,Noemi Peña-Miguel,,,,,,,,,,,University of Padova,University of Trento,University of Salerno,University of Salamanca,University of Naples,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Real earnings management in Public Healthcare: Expenditure trade-offs and consequences,Ruijia Zhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Hips Don’t Lie: Physician Incentive Contracting and Surgery Outcomes,Thomas Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,From regulatory abstracts to lived realities: Exploring the juxtaposition between the expectations and experiences of charity trustees in England & Wales,Rani Suleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Understanding the cost of care for preeclampsia from a health system and patient perspective,Kate Cullen,Gerardine Doyle,,,,,,,,,,,,,,,Maynooth University,,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,"Accrual Accounting in Small Public Sector Entities, for Better or for Worse? A Comparative Study Between Italy and Portugal",Gioacchino Benfante,Susana Jorge,Isabella Mozzoni,Marco Ferretti,,,,,,,,,,,,,Università di Parma,University of Coimbra,University of Parma,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Managing overall performance within metropolises or how to respond to society’s values,Aurelia Heurteux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Nonprofit External Monitoring and Cost Behaviors,Zhanel Devides,Erica Harris,,,,,,,,,,,,,,,Penn State Abington,,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Carbon Footprint Analysis Beyond Campus Boundaries: Quantifying Scope 3 Emissions at the University of Toronto,Yue Li,Ashita Allamraju,Shashi Kant,,,,,,,,,,,,,,University of Toronto,University of Toronto Mississauga,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,"Objectivity, Equality, Fraternity: The alliance of maps and income statistics in the fight against poverty in France",François-Régis Puyou,Edwige Nortier,Pauline Boisselier,,,,,,,,,,,,,,Emlyon Business School,Université Paris Dauphine-PSL,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,The role of individual adherence to institutional logics in shaping SDG reporting: a case of an NGO in Uzbekistan,Husanboy Ahunov,Evgenii Aleksandrov,Daniela Argento,Giuseppe Grossi,,,,,,,,,,,,,,Nord University,Kristianstad University,Kristianstad University,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,The Role of Own-Source Tax Revenue in Disciplining Local Government Spending,Marco Errico,Delphine Samuels,Anthony Welsch,Stefan Huber,,,,,,,,,,,,,Tilburg University,"University of Chicago, Booth School of Business","University of Chicago, Booth School of Business",Rice University,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Accountability and different forms of capital in public initiatives: at the roots of a dynamic relationship,Caterina Pesci,Andrea Girardi,Liria Veronesi,Fabio Zona,,,,,,,,,,,,,University of Trento,University of Modena and Reggio Emilia,Demarchi Foundation,University of Trento,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,What determines the adoption of management control systems in Local Government Entities?,Teresa Felicio,Antonio Samagaio,,,,,,,,,,,,,,,ISEG Advance Centro de Investigação,"University of Lisbon, ISEG",,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,The Translation and Counter-Translation of Performance Funding into Public Organizations’ Budgeting,Thomas Skinnerup,,,,,,,,,,,,,,,,Copenhagen Business School,,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Gender budgeting in the higher education field: an effective planning and control tool?,Sara Giovanna Mauro,Cristina Campanale,,,,,,,,,,,,,,,University of Modena and Reggio Emilia,University of Pisa,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,The Babel Tower of Public Sector Accounting: Heritage Assets under Management Contracts in the Brazilian Context,Isielli Tierling,Henrique Portulhak,Susana Jorge,Patrícia Varela,,,,,,,,,,,,,Universidade Estadual do Paraná,Universidade Federal do Paraná,University of Coimbra,Universidade de São Paulo,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,"Escalation of commitment in the public sector: Electoral effects, blame avoiding behavior and the impact of visualization aids",Philipp Herrmann,Bernhard Hirsch,David Lindermüller,,,,,,,,,,,,,,University of the Bundeswehr München,Munich University of the Federal Armed Forces,Bundeswehr University Munich,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Disclosing Practices Of Public Value Co-Creation: Evidence From The Non-Financial Reports Published By Research Hospitals,Paola Canestrini,Mirella Ciaburri,,,,,,,,,,,,,,,"University of Bologna, Alma Mater Studiorum",Roma Tre University,,,,,,,,,,,,,,
Financial Reporting,The Digitalization of Accountability of Non-Governmental Organizations: Factors and Organizational Characteristics,Claudio Columbano,Sviesa Leitoniene,Halina Michalak,Ivana Perica,,,,,,,,,,,,,Università degli Studi Roma Tre,Kaunas University of Technology,Lodz University,,,,,,,,,,,,,
Financial Reporting,Impact of municipal investment expenditure on achieving the Sustainable Development Goals,Ana-Maria Rios,Bernardino Benito,Maria-Dolores Guillamon,,,,,,,,,,,,,,Murcia University,University of Murcia,,,,,,,,,,,,,,
Financial Reporting,Artificial Intelligence to Improve Public Budgeting,Dominic Santschi,Dennis Fehrenbacher,Ivo Blohm,Marc Grau,,,,,,,,,,,,,University of St. Gallen,Monash University,University of St. Gallen,,,,,,,,,,,,,
Accounting and Information Systems,Misalignment Between Changes in XBRL Tag Usage and Operational Performance,Feiqi Huang,Tawei (David) Wang,Ju-Chun Yen,,,,,,,,,,,,,,Pace University,DePaul University,,,,,,,,,,,,,,
Accounting and Information Systems,Are Strong IT Governance and Recent Breach Experience Determinants of Purchasing Cyber Insurance?,Robert Pinsker,Jacob Haislip,Sara Khaled,Teodora Minkova,,,,,,,,,,,,,Florida Atlantic University,Texas Tech University,Florida Atlantic University,,,,,,,,,,,,,
Accounting and Governance,How do professional auditors approach digital ventures in municipal value for money audits?,Joakim Engström,Peter Öhman,Torbjorn Tagesson,,,,,,,,,,,,,,Mid Sweden University,Mid Sweden University,,,,,,,,,,,,,,
Accounting and Governance,The accounting of PPPs as a neoliberal technology in the European Union,Pietro Fera,Nicola Moscariello,Michele Pizzo,Rosa Lombardi,,,,,,,,,,,,,University of Campania - Luigi Vanvitelli,University of Campania - Luigi Vanvitelli,University of Campania - Luigi Vanvitelli,,,,,,,,,,,,,
Accounting and Governance,Institutionalization of SDGs auditing by INTOSAI: the emergence of a proto-institution,Enrico Bracci,Giuseppe Grossi,Veronika Vakulenko,Javis Otia,,,,,,,,,,,,,University of Ferrara,Kristianstad University,Nord University Business School,,,,,,,,,,,,,
Financial Reporting,Navigating the Technological Frontier: Implementing New Technology in Management Accounting and Control,Alina Bieniek,Keisuke Oura,,,,,,,,,,,,,,,TU Dortmund University,,,,,,,,,,,,,,,
Accounting and Information Systems,AI in Accounting: A Transformative Integration in the Russian Context,Angelos Angelakis,Margarita Boldyreva,Petra Inwinkl,,,,,,,,,,,,,,Universität Wien,Universität Wien,,,,,,,,,,,,,,
Accounting and Information Systems,Reshaping the Accounting Professionals with Emerging Technologies: A Scholarly View,Urska Judez,Simon Cadez,,,,,,,,,,,,,,,University of Ljubljana,,,,,,,,,,,,,,,
Accounting and Information Systems,"The impact of assistant type, its past performance and task suitability for automation on the trust in automation in accounting",Olga Grzybek,Ewa Wanda Maruszewska,Maciej Tuszkiewicz,,,,,,,,,,,,,,University of Economics in Katowice,Uniwersytet Ekonomiczny w Katowicach,,,,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Evaluating A&E Performance with Non-Financial Indicators: An Integrated Performance Evaluation Approach,Amir Michael,Hans Van Der Heijden,Terry Harris,,,,,,,,,,,,,,Durham University,University of Sussex,,,,,,,,,,,,,,
Accounting and Information Systems,Rethinking the Numbers: How Accounting Firms develop Dynamic Capabilities for AI-Driven Analytics (AIDA) Transformation,Benjamin Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting and Information Systems,"Digitization of accounting: a literature review on the impacts, drivers and spatio-temporal dimensions",Thuy Seran,Marc Bollecker,,,,,,,,,,,,,,,University of Montpellier,,,,,,,,,,,,,,,
Accounting Education,Certified Accountants: What do they think about the impact of AI in accounting?,Teresa Eugenio,Graça Azevedo,Leonor Grácio,,,,,,,,,,,,,,"Politécnico de Leiria, CARME",University of Aveiro,,,,,,,,,,,,,,
Accounting and Information Systems,Artificial intelligence and accounting profession: A bibliometric review and future research agenda,Nuray Demirel Arici,Fehmi Karasioglu,,,,,,,,,,,,,,,Manisa Celal Bayar University,,,,,,,,,,,,,,,
Management Accounting,Cost information design by a supplier,Nico Sütterle,Ulf Schiller,,,,,,,,,,,,,,,University of Basel,,,,,,,,,,,,,,,
Accounting and Information Systems,"Balancing Today and Tomorrow: The Role of Analytics, Automation, and Digital Readiness in Digital Transformation for Accounting Functions",Robert Rieg,Ute Vanini,,,,,,,,,,,,,,,Aalen University of Applied Sciences,,,,,,,,,,,,,,,
Accounting Education,Future Skills in the AI Era: Balancing Market Demands in the Accounting Profession with Students’Perceptions,Adriana Tiron Tudor,Delia Deliu,,,,,,,,,,,,,,,Babeș-Bolyai University,,,,,,,,,,,,,,,
Accounting Education,A phenomenographical study of progression of women in UK academia,Katie Balaam,Shraddha Verma,,,,,,,,,,,,,,,Open University,,,,,,,,,,,,,,,
Accounting Education,A System in Entropy but Redeemable: Publication Pressure among Accounting Scholars—A Mix-Method Approach,Bruno Gregório,Antonio Samagaio,,,,,,,,,,,,,,,ISEG Advance Centro de Investigação,,,,,,,,,,,,,,,
Accounting Education,Manifestations about entrepreneur and accounting profession’s role through emotional metaphors: thinking out of the box,Lucía Mellado,Laura Parte,Álvaro Delso,,,,,,,,,,,,,,Universidad Nacional de Educación a Distancia,Universidad Nacional de Educación a Distancia,,,,,,,,,,,,,,
Accounting Education,Fit for the sustainability transformation?—On the integration of sustainability issues in management accounting courses at universities in German-speaking co,Ute Vanini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Education,Listening to the Students Voice: Reshaping Teaching Excellence in Accounting and Business Education,Nadia Gulko,Eva Blondeel,Lies Bouten,Natalie Churyk,Lorraine Derbyshire,Patricia Everaert,Elizabeth Gordon,Seyram Kawor,Camillo Lento,Nick McGuigan,Sanlie Middelberg,Saravanan Muthaiyah,Merwe Oberholzer,Suresh Sahoo,Olubukunola Uwuigbe,Nadeeka Withanage,University of Lincoln,Ghent University,IÉSEG School of Management,Northern Illinois University,University of Cape Town,Ghent University,Temple University,University of Cape Coast,Lakehead University,Monash University,North-West University,International Medical University,North-West University,Sri Sri University,Covenant University,
Accounting Education,Academic research as the core of the University accounting curriculum: a commentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,Reinforcing or Diminishing Effects of emotions on Achievement Goal orientations in an Introduction to Accounting Course,Hannu Ojala,Päivi Kosonen,,,,,,,,,,,,,,,University of Eastern Finland,,,,,,,,,,,,,,,
Accounting Education,Beyond Scientific Relevance: How Do Accounting Scholars Communicate?,Özgün Imre,Daniela Argento,,,,,,,,,,,,,,,Kristianstad University,,,,,,,,,,,,,,,
Accounting Education,How to Commit University Accounting Students towards ESG,Pilar López Sánchez,Marie-Anne Lorain,Maria Jesus Rios,Elena Urquia,Miguel Ángel Villacorta,,,,,,,,,,,,Universidad Francisco de Vitoria,Complutense University of Madrid,Complutense University of Madrid,Complutense University of Madrid,,,,,,,,,,,,
Accounting Education,Digitisation as a challenge in implementing the idea of lifelong learning on the example of employees of financial and accounting departments,Monika Turek Radwan,Marzena Strojek - Filus,Melania Bak,Andrzej Bak,Katarzyna Świetla,,,,,,,,,,,,Cracow University of Economics,University of Economics in Katowice,Wroclaw University of Economics and Business,Wroclaw University of Economics and Business,,,,,,,,,,,,
Accounting Education,The Role of Feedback in Fostering Students’ Professional Skills: A Systematic Review in Accounting Education,Carmen Bada,Laura Lazcano,Javier Marquez,,,,,,,,,,,,,,Universidad Pontificia Comillas,Comillas Pontifical University,,,,,,,,,,,,,,
Accounting Education,Integrating ChatGPT into Accounting Education: Preparing Future Accounting Professionals,Eva Blondeel,Patricia Everaert,Evelien Opdecam,,,,,,,,,,,,,,Ghent University,Ghent University,,,,,,,,,,,,,,
Accounting Education,Beyond the classroom: a case of dialogic action sustainability accounting education,Laura Corazza,Francesco Marengo,Daniel Torchia,,,,,,,,,,,,,,University of Torino,Department of Management,,,,,,,,,,,,,,
Accounting Education,"Skills, success, and society: Employer views about graduate accountants in the digital age",Meredith Tharapos,Brendan O’connell,Gordon Boyce,,,,,,,,,,,,,,RMIT University,RMIT University,,,,,,,,,,,,,,
History,"Art as Accountability: Tracing the Roots of Environmental, Social, and Governance Practices in the History of the Venice Biennale",Chiara Carolina Donelli,Maria Lusiani,Chiara Mio,,,,,,,,,,,,,,Università Ca’ Foscari Venezia,Università Ca’ Foscari Venezia,,,,,,,,,,,,,,
History,School of Commerce of Genoa 1884-1936: A journey through turbulent times,Elisa Bonollo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History,Accounting for the Jesuits’ Expulsion Consolidation: The Case of Portugal (1766-1776),Filipa Silva,Delfina Gomes,Fernanda Leão,,,,,,,,,,,,,,"ISCAP, CEOS.PP",University of Minho,,,,,,,,,,,,,,
History,Accounting and the administrative state,Carlos Larrinaga,Marta Macias,Germán Gamero Igea,,,,,,,,,,,,,,Universidad de Burgos,Carlos III University of Madrid,,,,,,,,,,,,,,
History,Being proud of accounting’s history,Alan Sangster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History,"'A grand opportunity for your children': the role of articled clerks in the development of the Irish accounting profession, 1888–1918",Philip O’Regan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History,Mass Communication as a Strategy for Economic Growth and War Neutrality: The Case of Salazar’s Propaganda Posters,Fernanda Leão,Delfina Gomes,Sofia Araújo,,,,,,,,,,,,,,"P.PORTO, ESTG",University of Minho,,,,,,,,,,,,,,
History,Accounting and inequality: An analysis of the treatise Arboleda de los Enfermos (ca. 1470),Germán Gamero Igea,Carlos Larrinaga,María Uribe-Bohorquez,,,,,,,,,,,,,,Universidad de Burgos,Universidad de Burgos,,,,,,,,,,,,,,
History,"Before the advent of ERP, the questioning of double-entry bookkeeping in France between the 1960s and 1990s",Yves Levant,Kada Meghraoui,Charles Ducrocq,,,,,,,,,,,,,,Lille University,University Paris Descartes,,,,,,,,,,,,,,
